sale_id,product_id,warehouse_id,sale_date,quantity_sold,selling_price,sales_amount
SAL0001888,P0082,WH002,2025-09-13,57,11631.72,663008.04
SAL0001889,P0144,WH001,2025-09-28,28,13859.79,388074.12
SAL0001890,P0033,WH007,2026-04-17,17,14261.13,242439.21
SAL0001891,P0024,WH001,2026-02-24,11,10854.56,119400.16
SAL0001892,P0061,WH001,2026-04-03,15,685.7,10285.5
SAL0001893,P0055,WH008,2026-05-18,30,14208.97,426269.1
SAL0001894,P0084,WH008,2026-07-08,6,383.71,2302.26
SAL0001895,P0119,WH001,2026-01-26,12,15091.44,181097.28
SAL0001896,P0072,WH004,2026-05-22,61,2337.16,142566.76
SAL0001897,P0074,WH007,2025-11-07,36,10068.76,362475.36
SAL0001898,P0129,WH008,2026-04-09,35,5306.75,185736.25
SAL0001899,P0085,WH002,2025-12-28,67,1427.09,95615.03
SAL0001900,P0096,WH005,2026-07-20,79,13787.01,1089173.79
SAL0001901,P0053,WH005,2025-09-09,77,4950.69,381203.13
SAL0001902,P0110,WH003,2026-04-04,63,8117.34,511392.42
SAL0001903,P0060,WH005,2025-09-12,40,5035.5,201420.0
SAL0001904,P0051,WH008,2026-04-18,31,7869.03,243939.93
SAL0001905,P0121,WH002,2026-04-11,37,5450.85,201681.45
SAL0001906,P0073,WH005,2026-07-03,5,1439.34,7196.7
SAL0001907,P0007,WH004,2025-09-29,4,542.22,2168.88
SAL0001908,P0075,WH006,2025-08-23,26,11640.25,302646.5
SAL0001909,P0019,WH005,2026-05-17,24,11648.11,279554.64
SAL0001910,P0143,WH001,2026-06-03,39,13992.71,545715.69
SAL0001911,P0070,WH001,2025-12-30,56,13711.66,767852.96
SAL0001912,P0056,WH006,2025-08-28,54,189.21,10217.34
SAL0001913,P0138,WH001,2026-05-20,38,14687.9,558140.2
SAL0001914,P0080,WH001,2026-08-12,54,12953.94,699512.76
SAL0001915,P0109,WH004,2026-08-10,19,6650.85,126366.15
SAL0001916,P0035,WH004,2026-08-01,26,12109.87,314856.62
SAL0001917,P0072,WH004,2025-10-27,52,2337.16,121532.32
SAL0001918,P0092,WH008,2026-04-27,75,11125.06,834379.5
SAL0001919,P0003,WH005,2026-08-17,61,10805.71,659148.31
SAL0001920,P0066,WH006,2026-08-14,67,4517.29,302658.43
SAL0001921,P0052,WH001,2025-12-31,22,1381.73,30398.06
SAL0001922,P0093,WH003,2026-06-13,17,14803.06,251652.02
SAL0001923,P0047,WH006,2026-06-01,11,12742.54,140167.94
SAL0001924,P0003,WH003,2026-03-31,39,10805.71,421422.69
SAL0001925,P0143,WH001,2026-07-30,61,13992.71,853555.31
SAL0001926,P0084,WH002,2026-05-08,49,383.71,18801.79
SAL0001927,P0034,WH006,2025-08-14,61,12148.61,741065.21
SAL0001928,P0050,WH008,2025-11-27,12,4526.14,54313.68
SAL0001929,P0033,WH005,2026-06-26,13,14261.13,185394.69
SAL0001930,P0073,WH003,2026-07-10,58,1439.34,83481.72
SAL0001931,P0003,WH006,2026-05-16,11,10805.71,118862.81
SAL0001932,P0002,WH006,2025-12-03,64,1611.45,103132.8
SAL0001933,P0132,WH004,2026-06-11,31,17778.84,551144.04
SAL0001934,P0016,WH002,2026-04-29,11,3864.55,42510.05
SAL0001935,P0033,WH004,2025-08-22,43,14261.13,613228.59
SAL0001936,P0009,WH002,2026-02-06,36,13538.59,487389.24
SAL0001937,P0057,WH002,2026-06-28,2,1071.29,2142.58
SAL0001938,P0040,WH005,2026-06-12,61,3922.35,239263.35
SAL0001939,P0052,WH006,2026-03-09,36,1381.73,49742.28
SAL0001940,P0016,WH004,2026-06-09,78,3864.55,301434.9
SAL0001941,P0136,WH008,2026-05-29,49,9626.15,471681.35
SAL0001942,P0087,WH004,2026-01-01,27,12269.88,331286.76
SAL0001943,P0060,WH003,2025-10-12,12,5035.5,60426.0
SAL0001944,P0003,WH006,2025-08-01,58,10805.71,626731.18
SAL0001945,P0015,WH001,2026-03-04,6,4962.3,29773.8
SAL0001946,P0102,WH001,2026-01-10,44,11449.48,503777.12
SAL0001947,P0023,WH003,2025-11-16,47,3399.02,159753.94
SAL0001948,P0131,WH002,2026-07-15,23,332.15,7639.45
SAL0001949,P0017,WH008,2025-09-21,74,12869.16,952317.84
SAL0001950,P0114,WH003,2026-06-25,76,17232.19,1309646.44
SAL0001951,P0058,WH003,2025-10-29,26,5550.94,144324.44
SAL0001952,P0110,WH004,2026-05-01,7,8117.34,56821.38
SAL0001953,P0135,WH003,2026-06-05,32,13819.48,442223.36
SAL0001954,P0078,WH007,2026-05-28,33,9150.16,301955.28
SAL0001955,P0143,WH008,2026-05-15,20,13992.71,279854.2
SAL0001956,P0044,WH002,2025-09-29,69,11696.79,807078.51
SAL0001957,P0012,WH001,2025-09-23,52,14129.48,734732.96
SAL0001958,P0008,WH005,2025-10-10,42,13511.51,567483.42
SAL0001959,P0080,WH008,2026-03-12,1,12953.94,12953.94
SAL0001960,P0041,WH008,2025-09-28,63,9233.93,581737.59
SAL0001961,P0046,WH006,2025-11-05,7,4393.97,30757.79
SAL0001962,P0029,WH003,2026-04-04,58,5999.79,347987.82
SAL0001963,P0016,WH006,2025-11-26,50,3864.55,193227.5
SAL0001964,P0133,WH003,2026-07-12,34,10911.61,370994.74
SAL0001965,P0005,WH007,2026-06-10,51,8142.68,415276.68
SAL0001966,P0030,WH006,2025-10-08,10,11747.59,117475.9
SAL0001967,P0117,WH004,2026-05-28,26,10971.0,285246.0
SAL0001968,P0005,WH004,2026-03-30,32,8142.68,260565.76
SAL0001969,P0141,WH006,2026-01-23,42,3336.79,140145.18
SAL0001970,P0049,WH003,2026-07-31,62,8075.59,500686.58
SAL0001971,P0089,WH007,2026-01-29,12,7891.09,94693.08
SAL0001972,P0050,WH007,2025-10-10,40,4526.14,181045.6
SAL0001973,P0014,WH003,2026-07-31,78,9958.36,776752.08
SAL0001974,P0108,WH002,2026-06-06,34,9691.84,329522.56
SAL0001975,P0046,WH001,2025-10-17,70,4393.97,307577.9
SAL0001976,P0082,WH008,2026-07-23,27,11631.72,314056.44
SAL0001977,P0126,WH008,2025-09-08,8,16061.16,128489.28
SAL0001978,P0084,WH001,2025-08-11,47,383.71,18034.37
SAL0001979,P0034,WH007,2026-02-03,26,12148.61,315863.86
SAL0001980,P0071,WH005,2025-12-16,57,10220.28,582555.96
SAL0001981,P0060,WH001,2025-12-30,7,5035.5,35248.5
SAL0001982,P0074,WH005,2025-08-07,26,10068.76,261787.76
SAL0001983,P0081,WH004,2025-11-24,59,2089.55,123283.45
SAL0001984,P0139,WH008,2026-06-30,69,16335.66,1127160.54
SAL0001985,P0098,WH005,2026-04-20,47,8703.81,409079.07
SAL0001986,P0091,WH005,2026-03-18,35,10637.54,372313.9
SAL0001987,P0095,WH001,2026-08-04,30,16693.57,500807.1
SAL0001988,P0132,WH007,2026-06-12,50,17778.84,888942.0
SAL0001989,P0060,WH003,2025-12-22,24,5035.5,120852.0
SAL0001990,P0113,WH007,2026-02-07,30,8027.64,240829.2
SAL0001991,P0081,WH004,2026-03-04,54,2089.55,112835.7
SAL0001992,P0084,WH002,2026-01-12,67,383.71,25708.57
SAL0001993,P0025,WH005,2026-04-12,32,7089.85,226875.2
SAL0001994,P0033,WH005,2026-06-24,8,14261.13,114089.04
SAL0001995,P0019,WH006,2026-07-21,50,11648.11,582405.5
SAL0001996,P0057,WH005,2026-07-28,47,1071.29,50350.63
SAL0001997,P0015,WH007,2026-06-20,46,4962.3,228265.8
SAL0001998,P0041,WH003,2025-11-17,35,9233.93,323187.55
SAL0001999,P0060,WH002,2026-05-21,61,5035.5,307165.5
SAL0002000,P0109,WH007,2026-04-23,79,6650.85,525417.15
SAL0002001,P0096,WH006,2025-12-27,51,13787.01,703137.51
SAL0002002,P0022,WH007,2025-11-07,63,12421.92,782580.96
SAL0002003,P0141,WH001,2025-08-14,8,3336.79,26694.32
SAL0002004,P0026,WH004,2026-04-28,34,3320.79,112906.86
SAL0002005,P0133,WH003,2026-04-21,25,10911.61,272790.25
SAL0002006,P0125,WH002,2025-12-25,44,13379.19,588684.36
SAL0002007,P0097,WH004,2025-08-21,43,1350.79,58083.97
SAL0002008,P0133,WH001,2025-10-10,50,10911.61,545580.5
SAL0002009,P0071,WH004,2025-09-26,13,10220.28,132863.64
SAL0002010,P0018,WH006,2025-08-25,46,1249.34,57469.64
SAL0002011,P0095,WH005,2025-09-24,76,16693.57,1268711.32
SAL0002012,P0134,WH005,2025-12-31,79,4427.4,349764.6
SAL0002013,P0066,WH003,2026-06-10,53,4517.29,239416.37
SAL0002014,P0127,WH004,2026-08-02,63,600.7,37844.1
SAL0002015,P0042,WH007,2026-05-14,2,10059.55,20119.1
SAL0002016,P0117,WH005,2026-07-06,40,10971.0,438840.0
SAL0002017,P0011,WH003,2026-06-28,23,12266.95,282139.85
SAL0002018,P0026,WH003,2026-07-21,59,3320.79,195926.61
SAL0002019,P0149,WH006,2026-05-08,69,2329.78,160754.82
SAL0002020,P0056,WH003,2026-01-16,34,189.21,6433.14
SAL0002021,P0118,WH001,2025-10-26,74,9694.84,717418.16
SAL0002022,P0148,WH007,2026-04-14,27,3215.0,86805.0
SAL0002023,P0057,WH005,2025-12-16,55,1071.29,58920.95
SAL0002024,P0005,WH005,2025-12-10,4,8142.68,32570.72
SAL0002025,P0014,WH002,2025-09-02,68,9958.36,677168.48
SAL0002026,P0024,WH001,2025-10-03,72,10854.56,781528.32
SAL0002027,P0068,WH005,2025-08-07,70,7651.09,535576.3
SAL0002028,P0048,WH006,2026-02-07,27,5653.52,152645.04
SAL0002029,P0060,WH005,2026-06-11,47,5035.5,236668.5
SAL0002030,P0003,WH002,2026-01-24,40,10805.71,432228.4
SAL0002031,P0119,WH008,2026-02-25,27,15091.44,407468.88
SAL0002032,P0137,WH004,2026-02-04,7,410.1,2870.7
SAL0002033,P0100,WH004,2026-02-03,23,937.89,21571.47
SAL0002034,P0083,WH001,2026-03-20,64,2819.78,180465.92
SAL0002035,P0024,WH003,2026-02-02,29,10854.56,314782.24
SAL0002036,P0132,WH002,2025-08-16,61,17778.84,1084509.24
SAL0002037,P0137,WH008,2026-03-10,44,410.1,18044.4
SAL0002038,P0001,WH002,2025-10-02,69,11805.32,814567.08
SAL0002039,P0116,WH008,2026-04-21,27,9441.89,254931.03
SAL0002040,P0140,WH008,2025-12-15,12,9565.42,114785.04
SAL0002041,P0146,WH005,2025-10-25,17,12971.8,220520.6
SAL0002042,P0010,WH006,2026-07-07,37,12927.18,478305.66
SAL0002043,P0146,WH005,2026-07-15,34,12971.8,441041.2
SAL0002044,P0129,WH006,2026-08-14,36,5306.75,191043.0
SAL0002045,P0079,WH002,2026-01-01,6,8567.49,51404.94
SAL0002046,P0099,WH003,2026-01-23,32,12570.46,402254.72
SAL0002047,P0144,WH004,2026-02-01,73,13859.79,1011764.67
SAL0002048,P0143,WH001,2025-12-11,22,13992.71,307839.62
SAL0002049,P0133,WH007,2026-07-26,10,10911.61,109116.1
SAL0002050,P0045,WH006,2026-01-28,29,7353.86,213261.94
SAL0002051,P0118,WH004,2025-12-18,11,9694.84,106643.24
SAL0002052,P0052,WH001,2025-10-05,66,1381.73,91194.18
SAL0002053,P0112,WH003,2026-07-31,56,7497.58,419864.48
SAL0002054,P0135,WH002,2025-11-21,58,13819.48,801529.84
SAL0002055,P0112,WH003,2026-01-04,52,7497.58,389874.16
SAL0002056,P0013,WH006,2025-10-07,61,5230.23,319044.03
SAL0002057,P0017,WH002,2026-02-17,17,12869.16,218775.72
SAL0002058,P0044,WH008,2026-03-20,30,11696.79,350903.7
SAL0002059,P0141,WH005,2025-11-01,72,3336.79,240248.88
SAL0002060,P0073,WH008,2026-03-15,37,1439.34,53255.58
SAL0002061,P0005,WH001,2025-09-26,5,8142.68,40713.4
SAL0002062,P0033,WH005,2025-12-24,26,14261.13,370789.38
SAL0002063,P0132,WH002,2025-12-11,70,17778.84,1244518.8
SAL0002064,P0068,WH007,2025-10-08,1,7651.09,7651.09
SAL0002065,P0016,WH001,2026-05-15,9,3864.55,34780.95
SAL0002066,P0150,WH001,2026-02-15,71,11200.18,795212.78
SAL0002067,P0036,WH005,2026-05-14,64,11599.04,742338.56
SAL0002068,P0102,WH001,2026-05-15,79,11449.48,904508.92
SAL0002069,P0025,WH002,2025-09-07,24,7089.85,170156.4
SAL0002070,P0072,WH008,2026-08-15,5,2337.16,11685.8
SAL0002071,P0081,WH007,2026-04-01,51,2089.55,106567.05
SAL0002072,P0061,WH006,2025-11-19,38,685.7,26056.6
SAL0002073,P0018,WH006,2026-03-14,29,1249.34,36230.86
SAL0002074,P0058,WH002,2026-06-07,46,5550.94,255343.24
SAL0002075,P0076,WH005,2025-08-25,52,9723.65,505629.8
SAL0002076,P0121,WH003,2026-05-20,46,5450.85,250739.1
SAL0002077,P0057,WH002,2025-12-18,75,1071.29,80346.75
SAL0002078,P0097,WH006,2026-08-08,68,1350.79,91853.72
SAL0002079,P0063,WH002,2025-11-16,59,9321.2,549950.8
SAL0002080,P0012,WH001,2025-11-28,10,14129.48,141294.8
SAL0002081,P0011,WH001,2025-11-23,4,12266.95,49067.8
SAL0002082,P0141,WH002,2026-03-30,52,3336.79,173513.08
SAL0002083,P0027,WH005,2026-06-14,74,9782.53,723907.22
SAL0002084,P0104,WH003,2025-08-14,18,13530.23,243544.14
SAL0002085,P0067,WH001,2025-10-05,76,486.56,36978.56
SAL0002086,P0089,WH006,2025-11-08,51,7891.09,402445.59
SAL0002087,P0045,WH007,2025-10-07,23,7353.86,169138.78
SAL0002088,P0081,WH001,2025-12-17,25,2089.55,52238.75
SAL0002089,P0067,WH006,2025-08-30,60,486.56,29193.6
SAL0002090,P0150,WH008,2026-06-21,37,11200.18,414406.66
SAL0002091,P0102,WH008,2025-09-10,68,11449.48,778564.64
SAL0002092,P0091,WH007,2025-08-20,77,10637.54,819090.58
SAL0002093,P0042,WH003,2025-10-23,18,10059.55,181071.9
SAL0002094,P0020,WH007,2025-11-01,29,13830.77,401092.33
SAL0002095,P0048,WH001,2026-04-09,30,5653.52,169605.6
SAL0002096,P0018,WH007,2025-10-08,7,1249.34,8745.38
SAL0002097,P0128,WH005,2025-10-12,41,14193.47,581932.27
SAL0002098,P0077,WH006,2025-11-16,74,12721.04,941356.96
SAL0002099,P0006,WH001,2026-04-10,37,5888.41,217871.17
SAL0002100,P0039,WH001,2026-06-01,27,10521.02,284067.54
SAL0002101,P0011,WH002,2026-02-04,21,12266.95,257605.95
SAL0002102,P0112,WH008,2025-10-29,43,7497.58,322395.94
SAL0002103,P0108,WH005,2026-04-11,51,9691.84,494283.84
SAL0002104,P0094,WH005,2026-01-06,71,4499.9,319492.9
SAL0002105,P0055,WH002,2026-06-11,13,14208.97,184716.61
SAL0002106,P0084,WH007,2025-12-25,53,383.71,20336.63
SAL0002107,P0058,WH006,2026-06-14,63,5550.94,349709.22
SAL0002108,P0037,WH004,2026-03-26,57,1839.84,104870.88
SAL0002109,P0016,WH003,2026-03-02,25,3864.55,96613.75
SAL0002110,P0070,WH008,2026-04-16,13,13711.66,178251.58
SAL0002111,P0093,WH005,2026-02-26,37,14803.06,547713.22
SAL0002112,P0144,WH008,2026-02-24,30,13859.79,415793.7
SAL0002113,P0018,WH004,2026-07-14,12,1249.34,14992.08
SAL0002114,P0147,WH006,2025-10-30,65,826.55,53725.75
SAL0002115,P0130,WH003,2025-11-03,18,14491.67,260850.06
SAL0002116,P0138,WH005,2026-03-06,62,14687.9,910649.8
SAL0002117,P0046,WH001,2026-07-09,24,4393.97,105455.28
SAL0002118,P0019,WH005,2026-01-21,60,11648.11,698886.6
SAL0002119,P0038,WH003,2026-01-05,17,3005.11,51086.87
SAL0002120,P0037,WH007,2025-09-09,60,1839.84,110390.4
SAL0002121,P0112,WH004,2025-11-15,9,7497.58,67478.22
SAL0002122,P0045,WH008,2026-04-02,52,7353.86,382400.72
SAL0002123,P0117,WH007,2025-12-21,15,10971.0,164565.0
SAL0002124,P0130,WH001,2026-07-10,77,14491.67,1115858.59
SAL0002125,P0044,WH003,2025-09-16,28,11696.79,327510.12
SAL0002126,P0097,WH006,2026-03-11,9,1350.79,12157.11
SAL0002127,P0083,WH007,2025-08-29,56,2819.78,157907.68
SAL0002128,P0124,WH003,2025-12-17,75,3098.15,232361.25
SAL0002129,P0124,WH005,2026-06-12,36,3098.15,111533.4
SAL0002130,P0027,WH008,2026-01-12,56,9782.53,547821.68
SAL0002131,P0048,WH006,2026-05-05,71,5653.52,401399.92
SAL0002132,P0094,WH002,2026-01-20,20,4499.9,89998.0
SAL0002133,P0007,WH002,2026-02-03,55,542.22,29822.1
SAL0002134,P0085,WH007,2025-08-23,60,1427.09,85625.4
SAL0002135,P0112,WH001,2025-10-20,35,7497.58,262415.3
SAL0002136,P0089,WH003,2025-11-17,74,7891.09,583940.66
SAL0002137,P0128,WH004,2026-07-18,1,14193.47,14193.47
SAL0002138,P0018,WH001,2026-02-21,78,1249.34,97448.52
SAL0002139,P0033,WH006,2025-12-18,45,14261.13,641750.85
SAL0002140,P0096,WH007,2025-11-13,69,13787.01,951303.69
SAL0002141,P0122,WH001,2026-07-29,40,17772.54,710901.6
SAL0002142,P0025,WH007,2026-02-24,38,7089.85,269414.3
SAL0002143,P0142,WH005,2026-01-23,24,10972.07,263329.68
SAL0002144,P0004,WH006,2026-07-29,4,1797.79,7191.16
SAL0002145,P0108,WH008,2026-05-17,69,9691.84,668736.96
SAL0002146,P0082,WH004,2025-10-10,13,11631.72,151212.36
SAL0002147,P0010,WH003,2025-12-24,21,12927.18,271470.78
SAL0002148,P0035,WH006,2026-04-20,32,12109.87,387515.84
SAL0002149,P0099,WH003,2026-04-28,38,12570.46,477677.48
SAL0002150,P0104,WH003,2026-03-23,32,13530.23,432967.36
SAL0002151,P0023,WH001,2026-08-17,79,3399.02,268522.58
SAL0002152,P0065,WH005,2026-01-11,57,8713.96,496695.72
SAL0002153,P0082,WH001,2025-11-21,48,11631.72,558322.56
SAL0002154,P0017,WH002,2025-11-13,30,12869.16,386074.8
SAL0002155,P0148,WH002,2026-03-18,71,3215.0,228265.0
SAL0002156,P0128,WH003,2026-01-22,38,14193.47,539351.86
SAL0002157,P0031,WH005,2026-06-29,44,3886.37,171000.28
SAL0002158,P0065,WH006,2026-06-19,26,8713.96,226562.96
SAL0002159,P0080,WH003,2026-06-25,2,12953.94,25907.88
SAL0002160,P0092,WH006,2025-08-12,43,11125.06,478377.58
SAL0002161,P0149,WH003,2025-10-03,43,2329.78,100180.54
SAL0002162,P0030,WH008,2026-07-23,63,11747.59,740098.17
SAL0002163,P0123,WH001,2025-10-06,73,5568.28,406484.44
SAL0002164,P0131,WH008,2026-08-08,58,332.15,19264.7
SAL0002165,P0070,WH003,2025-08-28,48,13711.66,658159.68
SAL0002166,P0029,WH003,2026-07-31,5,5999.79,29998.95
SAL0002167,P0003,WH005,2025-08-14,76,10805.71,821233.96
SAL0002168,P0075,WH005,2026-08-06,35,11640.25,407408.75
SAL0002169,P0045,WH007,2025-12-02,16,7353.86,117661.76
SAL0002170,P0069,WH006,2025-12-23,49,4228.28,207185.72
SAL0002171,P0111,WH005,2025-10-07,60,10269.05,616143.0
SAL0002172,P0084,WH003,2026-07-27,51,383.71,19569.21
SAL0002173,P0052,WH005,2026-06-09,59,1381.73,81522.07
SAL0002174,P0116,WH005,2026-03-08,64,9441.89,604280.96
SAL0002175,P0103,WH004,2026-01-29,13,12534.03,162942.39
SAL0002176,P0141,WH004,2025-11-06,26,3336.79,86756.54
SAL0002177,P0080,WH002,2026-04-25,70,12953.94,906775.8
SAL0002178,P0029,WH001,2025-11-30,3,5999.79,17999.37
SAL0002179,P0102,WH007,2025-11-17,12,11449.48,137393.76
SAL0002180,P0059,WH007,2025-08-09,41,11103.0,455223.0
SAL0002181,P0012,WH001,2026-05-08,79,14129.48,1116228.92
SAL0002182,P0010,WH005,2025-12-04,65,12927.18,840266.7
SAL0002183,P0134,WH002,2025-10-19,63,4427.4,278926.2
SAL0002184,P0135,WH002,2026-02-18,50,13819.48,690974.0
SAL0002185,P0031,WH006,2026-02-25,47,3886.37,182659.39
SAL0002186,P0091,WH007,2026-04-21,8,10637.54,85100.32
SAL0002187,P0003,WH004,2025-10-06,31,10805.71,334977.01
SAL0002188,P0104,WH002,2026-01-22,11,13530.23,148832.53
SAL0002189,P0126,WH003,2026-06-01,17,16061.16,273039.72
SAL0002190,P0001,WH006,2026-02-07,27,11805.32,318743.64
SAL0002191,P0135,WH007,2026-01-24,27,13819.48,373125.96
SAL0002192,P0015,WH005,2026-05-29,78,4962.3,387059.4
SAL0002193,P0089,WH003,2026-04-12,56,7891.09,441901.04
SAL0002194,P0122,WH001,2026-05-21,69,17772.54,1226305.26
SAL0002195,P0116,WH007,2025-10-03,47,9441.89,443768.83
SAL0002196,P0036,WH004,2025-08-01,19,11599.04,220381.76
SAL0002197,P0067,WH003,2025-12-02,57,486.56,27733.92
SAL0002198,P0133,WH005,2025-12-15,31,10911.61,338259.91
SAL0002199,P0025,WH008,2026-04-19,16,7089.85,113437.6
SAL0002200,P0011,WH003,2026-02-01,45,12266.95,552012.75
SAL0002201,P0066,WH003,2025-11-16,27,4517.29,121966.83
SAL0002202,P0060,WH002,2026-05-14,61,5035.5,307165.5
SAL0002203,P0138,WH004,2026-04-24,26,14687.9,381885.4
SAL0002204,P0050,WH001,2025-12-28,29,4526.14,131258.06
SAL0002205,P0063,WH008,2026-03-11,44,9321.2,410132.8
SAL0002206,P0092,WH005,2026-03-07,29,11125.06,322626.74
SAL0002207,P0038,WH006,2025-08-19,2,3005.11,6010.22
SAL0002208,P0120,WH006,2026-02-01,6,4392.45,26354.7
SAL0002209,P0033,WH005,2026-08-07,9,14261.13,128350.17
SAL0002210,P0075,WH001,2026-07-07,15,11640.25,174603.75
SAL0002211,P0045,WH005,2025-12-23,58,7353.86,426523.88
SAL0002212,P0129,WH002,2025-09-01,2,5306.75,10613.5
SAL0002213,P0053,WH008,2026-07-29,3,4950.69,14852.07
SAL0002214,P0067,WH006,2026-05-12,52,486.56,25301.12
SAL0002215,P0143,WH007,2025-11-03,55,13992.71,769599.05
SAL0002216,P0105,WH006,2025-11-17,53,1294.66,68616.98
SAL0002217,P0014,WH007,2026-04-20,72,9958.36,717001.92
SAL0002218,P0124,WH003,2026-02-03,40,3098.15,123926.0
SAL0002219,P0120,WH002,2026-05-31,39,4392.45,171305.55
SAL0002220,P0136,WH006,2026-01-07,43,9626.15,413924.45
SAL0002221,P0036,WH002,2025-09-06,13,11599.04,150787.52
SAL0002222,P0128,WH008,2026-02-24,37,14193.47,525158.39
SAL0002223,P0134,WH002,2026-04-16,55,4427.4,243507.0
SAL0002224,P0097,WH001,2025-12-06,32,1350.79,43225.28
SAL0002225,P0081,WH006,2026-03-13,14,2089.55,29253.7
SAL0002226,P0073,WH007,2025-09-14,65,1439.34,93557.1
SAL0002227,P0071,WH004,2026-06-18,27,10220.28,275947.56
SAL0002228,P0046,WH008,2026-02-09,24,4393.97,105455.28
SAL0002229,P0145,WH007,2026-08-10,22,10988.78,241753.16
SAL0002230,P0060,WH008,2026-02-03,78,5035.5,392769.0
SAL0002231,P0060,WH008,2025-10-17,45,5035.5,226597.5
SAL0002232,P0005,WH001,2026-03-12,8,8142.68,65141.44
SAL0002233,P0135,WH001,2025-12-11,67,13819.48,925905.16
SAL0002234,P0145,WH008,2026-03-24,64,10988.78,703281.92
SAL0002235,P0059,WH002,2026-06-12,47,11103.0,521841.0
SAL0002236,P0009,WH004,2026-02-22,21,13538.59,284310.39
SAL0002237,P0150,WH001,2026-05-19,32,11200.18,358405.76
SAL0002238,P0045,WH004,2025-09-04,45,7353.86,330923.7
SAL0002239,P0080,WH006,2025-12-11,44,12953.94,569973.36
SAL0002240,P0013,WH002,2025-09-18,41,5230.23,214439.43
SAL0002241,P0083,WH001,2026-05-16,52,2819.78,146628.56
SAL0002242,P0012,WH004,2026-07-29,11,14129.48,155424.28
SAL0002243,P0010,WH005,2025-08-26,18,12927.18,232689.24
SAL0002244,P0016,WH007,2026-07-25,11,3864.55,42510.05
SAL0002245,P0092,WH001,2026-01-05,27,11125.06,300376.62
SAL0002246,P0019,WH001,2026-05-25,43,11648.11,500868.73
SAL0002247,P0104,WH001,2026-08-07,65,13530.23,879464.95
SAL0002248,P0134,WH004,2025-09-02,54,4427.4,239079.6
SAL0002249,P0132,WH003,2025-08-22,29,17778.84,515586.36
SAL0002250,P0103,WH008,2026-04-14,21,12534.03,263214.63
SAL0002251,P0095,WH006,2026-08-08,29,16693.57,484113.53
SAL0002252,P0027,WH007,2026-03-24,9,9782.53,88042.77
SAL0002253,P0037,WH001,2025-12-11,61,1839.84,112230.24
SAL0002254,P0137,WH005,2025-08-29,62,410.1,25426.2
SAL0002255,P0061,WH005,2025-11-12,71,685.7,48684.7
SAL0002256,P0035,WH008,2026-08-09,5,12109.87,60549.35
SAL0002257,P0106,WH002,2026-07-27,15,12961.82,194427.3
SAL0002258,P0047,WH003,2026-07-02,57,12742.54,726324.78
SAL0002259,P0149,WH003,2025-09-26,5,2329.78,11648.9
SAL0002260,P0145,WH004,2025-12-23,20,10988.78,219775.6
SAL0002261,P0055,WH002,2026-01-27,4,14208.97,56835.88
SAL0002262,P0088,WH007,2026-02-19,56,673.42,37711.52
SAL0002263,P0095,WH004,2026-06-13,34,16693.57,567581.38
SAL0002264,P0006,WH002,2026-03-30,40,5888.41,235536.4
SAL0002265,P0121,WH006,2026-07-05,69,5450.85,376108.65
SAL0002266,P0050,WH003,2025-10-31,68,4526.14,307777.52
SAL0002267,P0013,WH007,2025-10-15,22,5230.23,115065.06
SAL0002268,P0025,WH006,2025-08-29,14,7089.85,99257.9
SAL0002269,P0123,WH007,2026-03-13,68,5568.28,378643.04
SAL0002270,P0129,WH004,2025-11-18,8,5306.75,42454.0
SAL0002271,P0049,WH002,2025-12-05,67,8075.59,541064.53
SAL0002272,P0122,WH003,2026-05-16,46,17772.54,817536.84
SAL0002273,P0035,WH003,2026-08-05,29,12109.87,351186.23
SAL0002274,P0083,WH008,2025-10-30,12,2819.78,33837.36
SAL0002275,P0053,WH007,2025-08-30,79,4950.69,391104.51
SAL0002276,P0076,WH007,2026-06-22,52,9723.65,505629.8
SAL0002277,P0104,WH007,2025-09-02,58,13530.23,784753.34
SAL0002278,P0047,WH001,2026-01-27,2,12742.54,25485.08
SAL0002279,P0043,WH008,2025-11-20,1,15848.89,15848.89
SAL0002280,P0148,WH004,2026-05-22,55,3215.0,176825.0
SAL0002281,P0093,WH001,2025-12-10,34,14803.06,503304.04
SAL0002282,P0144,WH008,2025-12-23,64,13859.79,887026.56
SAL0002283,P0078,WH007,2025-08-25,68,9150.16,622210.88
SAL0002284,P0007,WH007,2025-09-28,12,542.22,6506.64
SAL0002285,P0070,WH003,2026-04-16,50,13711.66,685583.0
SAL0002286,P0149,WH004,2025-11-04,21,2329.78,48925.38
SAL0002287,P0036,WH004,2025-12-21,10,11599.04,115990.4
SAL0002288,P0104,WH006,2025-09-21,70,13530.23,947116.1
SAL0002289,P0054,WH005,2025-12-08,14,11936.62,167112.68
SAL0002290,P0147,WH008,2026-05-30,40,826.55,33062.0
SAL0002291,P0025,WH002,2025-08-21,30,7089.85,212695.5
SAL0002292,P0067,WH005,2025-12-26,73,486.56,35518.88
SAL0002293,P0109,WH005,2025-11-08,14,6650.85,93111.9
SAL0002294,P0048,WH007,2025-09-04,52,5653.52,293983.04
SAL0002295,P0091,WH003,2026-06-09,17,10637.54,180838.18
SAL0002296,P0002,WH006,2025-09-21,62,1611.45,99909.9
SAL0002297,P0134,WH002,2026-05-21,22,4427.4,97402.8
SAL0002298,P0127,WH007,2026-03-02,53,600.7,31837.1
