order_id,order_date,customer_type,order_status
O0000694,2026-04-22,New,Delivered
O0000695,2026-01-27,New,Delivered
O0000696,2026-05-12,New,Delivered
O0000697,2026-08-16,New,Delivered
O0000698,2025-11-14,New,Delivered
O0000699,2026-03-31,Repeat,Delivered
O0000700,2025-09-28,Repeat,Returned
O0000701,2026-08-03,New,Delivered
O0000702,2025-11-07,New,Delivered
O0000703,2026-03-08,Repeat,Delivered
O0000704,2026-01-02,Repeat,Delivered
O0000705,2026-06-19,Repeat,Delivered
O0000706,2025-09-14,Repeat,Delivered
O0000707,2026-06-14,New,Delivered
O0000708,2025-09-08,New,Delivered
O0000709,2025-11-10,Repeat,Delivered
O0000710,2026-07-07,New,Delivered
O0000711,2026-07-16,New,Delivered
O0000712,2025-11-13,New,Delivered
O0000713,2026-07-26,New,Delivered
O0000714,2025-09-04,New,Delivered
O0000715,2025-09-08,New,Delivered
O0000716,2026-07-22,New,Delivered
O0000717,2025-12-09,New,Delivered
O0000718,2025-08-06,Repeat,Delivered
O0000719,2026-06-03,Repeat,Delivered
O0000720,2025-11-11,Repeat,Delivered
O0000721,2026-06-13,New,Cancelled
O0000722,2026-07-05,New,Delivered
O0000723,2025-09-28,New,Delivered
O0000724,2025-08-05,New,Delivered
O0000725,2026-07-28,New,Delivered
O0000726,2026-07-26,New,Delivered
O0000727,2025-08-23,New,Delivered
O0000728,2026-03-27,Repeat,Delivered
O0000729,2026-01-21,Repeat,Delivered
O0000730,2025-11-01,New,Delivered
O0000731,2025-09-25,Repeat,Delivered
O0000732,2026-08-01,New,Delivered
O0000733,2026-03-23,Repeat,Delivered
O0000734,2026-08-06,New,Delivered
O0000735,2026-04-24,New,Delivered
O0000736,2025-09-22,New,Delivered
O0000737,2026-01-18,New,Delivered
O0000738,2026-03-15,Repeat,Delivered
O0000739,2026-05-12,New,Delivered
O0000740,2026-04-30,Repeat,Delivered
O0000741,2025-12-01,New,Delivered
O0000742,2025-09-14,New,Delivered
O0000743,2026-03-06,Repeat,Delivered
O0000744,2026-07-31,Repeat,Delivered
O0000745,2026-02-21,Repeat,Delivered
O0000746,2026-03-02,New,Delivered
O0000747,2025-09-01,New,Delivered
O0000748,2025-08-09,New,Cancelled
O0000749,2026-05-10,New,Delivered
O0000750,2025-11-25,Repeat,Delivered
O0000751,2025-10-28,New,Delivered
O0000752,2026-02-26,Repeat,Delivered
O0000753,2026-04-19,New,Delivered
O0000754,2025-08-05,New,Delivered
O0000755,2025-12-02,New,Delivered
O0000756,2026-08-06,New,Delivered
O0000757,2026-04-07,New,Delivered
O0000758,2025-12-02,New,Cancelled
O0000759,2025-08-17,Repeat,Delivered
O0000760,2026-07-13,Repeat,Delivered
O0000761,2025-10-28,Repeat,Delivered
O0000762,2026-06-28,New,Delivered
O0000763,2025-10-06,New,Delivered
O0000764,2026-02-23,New,Delivered
O0000765,2025-08-14,New,Returned
O0000766,2025-10-17,New,Delivered
O0000767,2025-10-20,Repeat,Delivered
O0000768,2026-02-10,New,Delivered
O0000769,2026-04-08,New,Delivered
O0000770,2025-09-28,Repeat,Delivered
O0000771,2026-06-23,New,Delivered
O0000772,2026-06-24,New,Delivered
O0000773,2025-10-09,Repeat,Delivered
O0000774,2026-06-27,New,Delivered
O0000775,2026-03-28,Repeat,Delivered
O0000776,2025-12-14,New,Delivered
O0000777,2025-09-10,Repeat,Delivered
O0000778,2025-11-05,New,Delivered
O0000779,2026-02-13,New,Delivered
O0000780,2025-09-19,Repeat,Delivered
O0000781,2026-01-14,New,Delivered
O0000782,2025-11-06,Repeat,Delivered
O0000783,2026-06-28,New,Delivered
O0000784,2026-08-16,Repeat,Delivered
O0000785,2026-05-06,New,Cancelled
O0000786,2026-05-15,Repeat,Delivered
O0000787,2026-01-06,New,Delivered
O0000788,2026-06-17,New,Delivered
O0000789,2025-12-17,Repeat,Delivered
O0000790,2026-06-15,Repeat,Delivered
O0000791,2025-12-11,Repeat,Cancelled
O0000792,2026-01-02,New,Delivered
O0000793,2025-12-30,Repeat,Delivered
O0000794,2026-01-05,New,Delivered
O0000795,2026-04-01,Repeat,Delivered
O0000796,2025-12-19,New,Delivered
O0000797,2026-01-27,New,Delivered
O0000798,2026-02-07,Repeat,Delivered
O0000799,2025-08-02,Repeat,Delivered
O0000800,2026-06-03,Repeat,Delivered
O0000801,2026-07-27,Repeat,Delivered
O0000802,2026-03-20,Repeat,Delivered
O0000803,2025-12-05,New,Delivered
O0000804,2026-07-20,Repeat,Delivered
O0000805,2026-06-22,Repeat,Delivered
O0000806,2025-11-28,New,Delivered
O0000807,2026-08-11,Repeat,Delivered
O0000808,2026-05-26,Repeat,Delivered
O0000809,2025-12-16,Repeat,Delivered
O0000810,2026-01-11,New,Delivered
O0000811,2025-10-10,New,Delivered
O0000812,2026-02-21,Repeat,Returned
O0000813,2026-05-23,New,Delivered
O0000814,2026-01-12,Repeat,Delivered
O0000815,2026-03-05,Repeat,Delivered
O0000816,2025-12-31,Repeat,Delivered
O0000817,2026-06-04,Repeat,Delivered
O0000818,2025-11-14,New,Delivered
O0000819,2026-01-19,New,Delivered
O0000820,2025-11-02,New,Delivered
O0000821,2025-09-20,Repeat,Returned
O0000822,2026-02-02,New,Delivered
O0000823,2025-08-03,Repeat,Delivered
O0000824,2025-11-26,New,Cancelled
O0000825,2026-02-06,Repeat,Delivered
O0000826,2025-08-13,New,Delivered
O0000827,2026-06-17,New,Cancelled
O0000828,2026-07-28,Repeat,Delivered
O0000829,2025-10-02,Repeat,Delivered
O0000830,2025-08-30,New,Delivered
O0000831,2026-05-06,Repeat,Delivered
O0000832,2026-02-24,New,Delivered
O0000833,2026-06-13,New,Delivered
O0000834,2025-10-28,New,Delivered
O0000835,2025-08-10,Repeat,Delivered
O0000836,2026-03-22,New,Delivered
O0000837,2025-08-09,Repeat,Delivered
O0000838,2026-02-25,New,Delivered
O0000839,2026-03-30,New,Delivered
O0000840,2026-06-10,New,Delivered
O0000841,2025-10-20,Repeat,Delivered
O0000842,2025-12-14,Repeat,Delivered
O0000843,2026-08-04,New,Returned
O0000844,2026-04-19,New,Delivered
O0000845,2025-10-25,New,Delivered
O0000846,2026-03-23,Repeat,Delivered
O0000847,2025-09-30,New,Delivered
O0000848,2026-02-26,New,Delivered
O0000849,2025-08-13,New,Delivered
O0000850,2026-02-13,Repeat,Delivered
O0000851,2026-06-30,New,Delivered
O0000852,2026-03-21,New,Delivered
O0000853,2026-07-05,Repeat,Delivered
O0000854,2025-08-25,New,Delivered
O0000855,2026-02-04,Repeat,Delivered
O0000856,2026-06-03,New,Delivered
O0000857,2025-10-02,New,Delivered
O0000858,2025-11-10,New,Delivered
O0000859,2026-03-30,Repeat,Delivered
O0000860,2025-11-01,New,Delivered
O0000861,2026-04-22,New,Delivered
O0000862,2025-10-06,New,Delivered
O0000863,2026-07-14,New,Delivered
O0000864,2026-03-16,New,Delivered
O0000865,2026-08-01,New,Delivered
O0000866,2026-01-21,New,Delivered
O0000867,2025-09-27,New,Delivered
O0000868,2025-12-12,New,Delivered
O0000869,2025-10-22,New,Delivered
O0000870,2026-02-16,New,Delivered
O0000871,2026-05-28,New,Delivered
O0000872,2026-01-14,New,Delivered
O0000873,2026-07-02,Repeat,Delivered
O0000874,2025-12-09,Repeat,Delivered
O0000875,2025-08-06,New,Delivered
O0000876,2025-09-12,Repeat,Delivered
O0000877,2025-10-19,Repeat,Delivered
O0000878,2025-12-21,New,Delivered
O0000879,2025-08-08,New,Delivered
O0000880,2026-02-07,Repeat,Delivered
O0000881,2025-12-19,Repeat,Delivered
O0000882,2025-10-13,Repeat,Delivered
O0000883,2026-06-04,New,Delivered
O0000884,2026-02-11,New,Delivered
O0000885,2026-05-18,New,Delivered
O0000886,2026-04-18,Repeat,Delivered
O0000887,2025-12-27,New,Delivered
O0000888,2025-09-15,Repeat,Delivered
O0000889,2025-11-10,Repeat,Delivered
O0000890,2025-11-24,New,Delivered
O0000891,2026-02-17,New,Delivered
O0000892,2026-02-19,Repeat,Delivered
O0000893,2025-12-17,New,Delivered
O0000894,2026-06-19,Repeat,Delivered
O0000895,2026-03-25,Repeat,Delivered
O0000896,2026-01-09,New,Delivered
O0000897,2025-10-01,New,Delivered
O0000898,2025-10-24,Repeat,Delivered
O0000899,2026-07-25,New,Delivered
O0000900,2026-01-20,New,Cancelled
O0000901,2025-12-16,New,Cancelled
O0000902,2026-04-20,Repeat,Delivered
O0000903,2025-08-10,New,Cancelled
O0000904,2026-04-12,Repeat,Delivered
O0000905,2025-08-03,New,Delivered
O0000906,2025-12-05,New,Delivered
O0000907,2026-01-13,New,Delivered
O0000908,2025-09-13,New,Delivered
O0000909,2025-12-07,Repeat,Delivered
O0000910,2026-01-06,Repeat,Delivered
O0000911,2026-04-20,New,Delivered
O0000912,2026-05-31,New,Delivered
O0000913,2025-09-26,Repeat,Delivered
O0000914,2025-09-13,New,Delivered
O0000915,2026-01-27,New,Delivered
O0000916,2025-10-23,New,Delivered
O0000917,2025-08-09,Repeat,Cancelled
O0000918,2026-03-26,New,Delivered
O0000919,2025-11-13,Repeat,Delivered
O0000920,2026-07-23,New,Delivered
O0000921,2026-05-19,New,Delivered
O0000922,2026-06-11,New,Delivered
O0000923,2025-12-12,Repeat,Delivered
O0000924,2025-11-26,Repeat,Delivered
O0000925,2025-11-16,New,Delivered
O0000926,2026-02-21,New,Delivered
O0000927,2026-05-04,New,Delivered
O0000928,2026-01-05,New,Delivered
O0000929,2026-07-21,New,Delivered
O0000930,2026-03-15,Repeat,Delivered
O0000931,2025-08-03,New,Delivered
O0000932,2026-05-07,Repeat,Returned
O0000933,2025-12-13,New,Cancelled
O0000934,2026-06-20,New,Delivered
O0000935,2026-08-12,Repeat,Delivered
O0000936,2026-03-10,New,Delivered
O0000937,2026-07-10,New,Delivered
O0000938,2025-09-14,New,Delivered
O0000939,2025-12-22,Repeat,Delivered
O0000940,2026-03-19,New,Delivered
O0000941,2026-03-05,New,Delivered
O0000942,2026-01-04,Repeat,Returned
O0000943,2026-01-28,New,Delivered
O0000944,2026-07-11,New,Cancelled
O0000945,2026-02-23,New,Returned
O0000946,2025-08-02,New,Delivered
O0000947,2026-08-16,New,Delivered
O0000948,2026-03-02,Repeat,Delivered
O0000949,2025-09-13,New,Delivered
O0000950,2025-11-14,New,Delivered
O0000951,2026-02-22,New,Delivered
O0000952,2026-05-29,New,Delivered
O0000953,2026-06-01,New,Delivered
O0000954,2026-07-10,New,Delivered
O0000955,2026-04-13,New,Delivered
O0000956,2025-11-24,New,Delivered
O0000957,2025-10-29,New,Delivered
O0000958,2026-02-06,New,Delivered
O0000959,2026-03-05,New,Delivered
O0000960,2025-10-13,New,Delivered
O0000961,2026-01-03,New,Delivered
O0000962,2026-02-21,Repeat,Delivered
O0000963,2026-08-11,Repeat,Delivered
O0000964,2025-11-16,New,Delivered
O0000965,2026-07-29,Repeat,Delivered
O0000966,2026-08-13,Repeat,Delivered
O0000967,2026-05-01,New,Delivered
O0000968,2025-08-01,New,Delivered
O0000969,2026-06-06,Repeat,Delivered
O0000970,2026-03-25,New,Cancelled
O0000971,2025-11-19,New,Delivered
O0000972,2026-01-26,Repeat,Delivered
O0000973,2025-11-27,Repeat,Delivered
O0000974,2025-12-13,New,Delivered
O0000975,2026-03-09,Repeat,Delivered
O0000976,2026-05-20,New,Delivered
O0000977,2025-09-23,Repeat,Delivered
O0000978,2025-10-01,New,Delivered
O0000979,2026-07-21,New,Delivered
O0000980,2025-08-27,Repeat,Delivered
O0000981,2025-09-22,New,Returned
O0000982,2025-10-18,New,Delivered
O0000983,2026-04-22,New,Delivered
O0000984,2025-12-23,New,Delivered
O0000985,2026-01-25,Repeat,Delivered
O0000986,2025-09-01,New,Returned
O0000987,2025-09-19,New,Delivered
O0000988,2026-03-15,Repeat,Delivered
O0000989,2025-11-05,New,Delivered
O0000990,2025-11-27,New,Delivered
O0000991,2026-05-25,New,Cancelled
O0000992,2025-08-18,New,Delivered
O0000993,2026-05-07,New,Delivered
O0000994,2026-02-28,New,Delivered
O0000995,2025-11-02,Repeat,Delivered
O0000996,2025-11-05,New,Delivered
O0000997,2026-01-29,Repeat,Delivered
O0000998,2026-06-05,Repeat,Delivered
O0000999,2026-08-17,New,Delivered
O0001000,2026-04-02,Repeat,Delivered
O0001001,2026-05-04,New,Delivered
O0001002,2026-08-06,Repeat,Delivered
O0001003,2025-11-14,New,Delivered
O0001004,2026-06-13,New,Delivered
O0001005,2025-10-21,Repeat,Delivered
O0001006,2026-03-22,Repeat,Delivered
O0001007,2025-11-28,New,Delivered
O0001008,2025-11-06,New,Delivered
O0001009,2025-11-02,Repeat,Delivered
O0001010,2025-08-20,New,Delivered
O0001011,2026-01-29,New,Delivered
O0001012,2026-02-25,New,Delivered
O0001013,2026-01-13,Repeat,Delivered
O0001014,2026-03-27,Repeat,Delivered
O0001015,2026-07-18,Repeat,Delivered
O0001016,2026-04-26,New,Delivered
O0001017,2026-02-17,Repeat,Delivered
O0001018,2026-03-04,New,Delivered
O0001019,2025-09-08,Repeat,Cancelled
O0001020,2026-07-01,New,Delivered
O0001021,2026-05-16,New,Returned
O0001022,2026-05-26,Repeat,Delivered
O0001023,2025-08-24,New,Delivered
O0001024,2026-04-30,New,Delivered
O0001025,2025-09-07,New,Delivered
O0001026,2026-04-10,Repeat,Delivered
O0001027,2026-07-05,New,Delivered
O0001028,2026-06-24,New,Delivered
O0001029,2026-06-05,New,Delivered
O0001030,2026-06-30,New,Delivered
O0001031,2025-09-25,New,Delivered
O0001032,2025-09-15,Repeat,Cancelled
O0001033,2026-05-25,Repeat,Cancelled
O0001034,2025-10-28,New,Delivered
O0001035,2026-08-08,Repeat,Delivered
O0001036,2025-11-16,New,Delivered
O0001037,2025-08-20,New,Delivered
O0001038,2025-10-08,New,Delivered
O0001039,2026-02-05,New,Returned
O0001040,2026-07-08,Repeat,Delivered
O0001041,2026-06-23,Repeat,Delivered
O0001042,2026-06-12,Repeat,Delivered
O0001043,2026-02-22,Repeat,Delivered
O0001044,2025-08-28,New,Delivered
O0001045,2025-12-20,New,Delivered
O0001046,2026-05-08,New,Delivered
O0001047,2025-12-23,Repeat,Delivered
O0001048,2026-01-09,New,Delivered
O0001049,2026-01-26,Repeat,Delivered
O0001050,2026-05-19,Repeat,Delivered
O0001051,2026-07-29,Repeat,Delivered
O0001052,2025-10-29,New,Delivered
O0001053,2026-04-05,New,Delivered
O0001054,2026-01-10,New,Delivered
O0001055,2026-01-25,Repeat,Delivered
O0001056,2025-08-19,New,Delivered
O0001057,2025-12-01,Repeat,Delivered
O0001058,2025-08-25,Repeat,Delivered
O0001059,2026-02-18,New,Delivered
O0001060,2025-12-28,New,Delivered
O0001061,2026-03-27,New,Delivered
O0001062,2026-01-06,New,Delivered
O0001063,2025-09-01,Repeat,Delivered
O0001064,2026-07-27,New,Delivered
O0001065,2026-06-03,New,Delivered
O0001066,2025-09-01,New,Delivered
O0001067,2026-05-03,New,Returned
O0001068,2026-03-22,New,Delivered
O0001069,2026-04-29,Repeat,Delivered
O0001070,2026-05-27,New,Delivered
O0001071,2025-12-07,Repeat,Cancelled
O0001072,2026-04-21,New,Delivered
O0001073,2026-03-19,New,Delivered
O0001074,2026-04-25,Repeat,Delivered
O0001075,2025-12-31,New,Delivered
O0001076,2026-01-22,New,Cancelled
O0001077,2026-05-28,New,Delivered
O0001078,2026-02-07,Repeat,Delivered
O0001079,2025-12-17,New,Delivered
O0001080,2025-11-11,New,Delivered
O0001081,2025-09-08,New,Delivered
O0001082,2025-08-16,New,Cancelled
O0001083,2025-09-06,New,Delivered
O0001084,2026-03-10,Repeat,Delivered
O0001085,2025-09-17,Repeat,Delivered
O0001086,2025-12-23,New,Delivered
O0001087,2025-11-17,New,Delivered
O0001088,2026-04-04,New,Delivered
O0001089,2026-02-02,New,Delivered
O0001090,2026-07-14,Repeat,Delivered
O0001091,2026-05-03,New,Delivered
O0001092,2026-08-15,New,Delivered
O0001093,2026-06-23,New,Delivered
O0001094,2026-03-14,New,Delivered
O0001095,2026-08-02,New,Delivered
O0001096,2026-02-10,Repeat,Delivered
O0001097,2026-01-19,New,Delivered
O0001098,2025-08-01,New,Delivered
O0001099,2026-06-12,New,Delivered
O0001100,2026-02-12,Repeat,Delivered
O0001101,2025-09-24,New,Delivered
O0001102,2026-08-02,New,Delivered
O0001103,2026-02-10,New,Delivered
O0001104,2025-09-22,New,Delivered
O0001105,2026-06-24,New,Delivered
O0001106,2026-05-17,New,Delivered
O0001107,2026-04-18,New,Delivered
O0001108,2026-04-21,New,Delivered
O0001109,2025-12-30,New,Delivered
O0001110,2025-09-23,Repeat,Delivered
O0001111,2026-02-19,New,Delivered
O0001112,2026-07-09,New,Delivered
O0001113,2025-10-16,New,Delivered
O0001114,2026-03-28,Repeat,Delivered
O0001115,2026-04-21,Repeat,Delivered
O0001116,2025-12-30,Repeat,Delivered
O0001117,2025-08-02,New,Delivered
O0001118,2026-02-21,Repeat,Delivered
O0001119,2025-12-21,New,Cancelled
O0001120,2026-06-14,New,Delivered
O0001121,2025-10-19,New,Delivered
O0001122,2026-06-22,New,Delivered
O0001123,2025-11-08,New,Delivered
O0001124,2025-09-02,New,Delivered
O0001125,2026-07-15,New,Delivered
O0001126,2026-07-28,Repeat,Delivered
O0001127,2025-09-28,New,Delivered
O0001128,2025-09-08,New,Cancelled
O0001129,2026-07-04,Repeat,Cancelled
O0001130,2026-01-12,New,Delivered
O0001131,2025-11-24,New,Delivered
O0001132,2026-05-01,Repeat,Delivered
O0001133,2026-04-09,New,Delivered
O0001134,2025-11-17,New,Delivered
O0001135,2025-10-21,Repeat,Delivered
O0001136,2025-08-05,New,Cancelled
O0001137,2026-03-06,Repeat,Delivered
O0001138,2025-09-15,New,Delivered
O0001139,2026-07-10,Repeat,Delivered
O0001140,2026-08-04,New,Delivered
O0001141,2026-02-18,Repeat,Delivered
O0001142,2026-06-13,New,Delivered
O0001143,2026-03-08,Repeat,Delivered
O0001144,2025-08-13,New,Cancelled
O0001145,2026-07-29,Repeat,Delivered
O0001146,2025-09-30,Repeat,Delivered
O0001147,2025-11-24,New,Delivered
O0001148,2026-05-09,Repeat,Delivered
O0001149,2025-10-03,New,Delivered
O0001150,2025-11-01,New,Delivered
O0001151,2026-03-14,Repeat,Delivered
O0001152,2025-12-11,Repeat,Delivered
O0001153,2025-12-19,New,Delivered
O0001154,2025-10-04,New,Delivered
O0001155,2025-11-24,New,Delivered
O0001156,2026-01-25,Repeat,Delivered
O0001157,2026-07-22,Repeat,Delivered
O0001158,2026-05-06,Repeat,Delivered
O0001159,2025-08-11,New,Delivered
O0001160,2025-10-07,New,Delivered
O0001161,2025-12-13,New,Delivered
O0001162,2025-11-03,Repeat,Delivered
O0001163,2025-11-13,Repeat,Delivered
O0001164,2025-11-11,Repeat,Delivered
O0001165,2026-08-11,Repeat,Delivered
O0001166,2025-11-28,New,Delivered
O0001167,2025-11-29,Repeat,Delivered
O0001168,2025-12-01,New,Delivered
O0001169,2025-08-21,New,Delivered
O0001170,2025-11-29,Repeat,Delivered
O0001171,2026-05-11,New,Delivered
O0001172,2026-01-25,Repeat,Delivered
O0001173,2026-03-20,Repeat,Delivered
O0001174,2026-08-15,Repeat,Delivered
O0001175,2025-12-09,Repeat,Delivered
O0001176,2026-07-03,New,Delivered
O0001177,2025-09-03,New,Cancelled
O0001178,2026-07-14,New,Delivered
O0001179,2026-05-22,New,Delivered
O0001180,2026-06-22,New,Delivered
O0001181,2026-06-20,New,Cancelled
O0001182,2025-09-11,New,Delivered
O0001183,2026-02-13,New,Cancelled
O0001184,2026-02-05,New,Delivered
O0001185,2026-03-08,New,Delivered
O0001186,2025-10-02,New,Delivered
O0001187,2025-08-31,New,Delivered
O0001188,2026-05-06,New,Delivered
O0001189,2026-03-11,New,Delivered
O0001190,2025-09-28,New,Delivered
O0001191,2025-10-26,New,Delivered
O0001192,2026-07-14,New,Delivered
O0001193,2026-02-24,New,Delivered
O0001194,2026-04-03,New,Delivered
O0001195,2026-04-22,Repeat,Delivered
O0001196,2026-02-05,New,Delivered
O0001197,2026-03-30,New,Cancelled
O0001198,2026-03-31,New,Delivered
O0001199,2026-07-15,Repeat,Delivered
O0001200,2026-02-01,New,Delivered
O0001201,2025-10-13,New,Delivered
O0001202,2026-02-11,New,Delivered
O0001203,2026-04-06,New,Delivered
O0001204,2026-04-11,New,Delivered
O0001205,2026-06-15,New,Delivered
O0001206,2025-10-16,New,Delivered
O0001207,2025-10-21,Repeat,Cancelled
O0001208,2026-08-14,Repeat,Delivered
O0001209,2026-03-30,Repeat,Delivered
O0001210,2026-03-25,Repeat,Delivered
O0001211,2025-12-13,New,Delivered
O0001212,2025-09-02,Repeat,Delivered
O0001213,2026-03-21,New,Delivered
O0001214,2026-07-30,New,Delivered
O0001215,2026-07-25,Repeat,Delivered
O0001216,2026-03-20,New,Delivered
O0001217,2025-08-12,Repeat,Delivered
O0001218,2025-09-16,New,Cancelled
O0001219,2025-11-15,New,Delivered
O0001220,2026-05-17,Repeat,Delivered
O0001221,2026-05-31,Repeat,Delivered
O0001222,2026-03-22,New,Delivered
O0001223,2026-06-16,New,Delivered
O0001224,2026-01-03,New,Delivered
O0001225,2026-08-15,New,Delivered
O0001226,2025-12-17,Repeat,Delivered
O0001227,2026-06-06,New,Cancelled
O0001228,2026-07-13,New,Delivered
O0001229,2025-10-20,New,Returned
O0001230,2025-10-30,New,Delivered
O0001231,2025-11-04,New,Delivered
O0001232,2025-10-05,Repeat,Delivered
O0001233,2025-09-29,New,Delivered
O0001234,2025-12-22,New,Delivered
O0001235,2025-12-13,New,Delivered
O0001236,2026-01-08,New,Delivered
O0001237,2026-05-21,New,Delivered
O0001238,2025-08-12,New,Delivered
O0001239,2026-07-06,New,Delivered
O0001240,2026-06-22,New,Returned
O0001241,2026-08-13,New,Delivered
O0001242,2026-08-09,Repeat,Returned
O0001243,2025-10-17,New,Cancelled
O0001244,2026-06-23,New,Delivered
O0001245,2025-10-17,New,Delivered
O0001246,2026-07-24,Repeat,Delivered
O0001247,2026-03-13,Repeat,Delivered
O0001248,2026-03-02,Repeat,Delivered
O0001249,2025-12-01,Repeat,Delivered
O0001250,2025-10-24,New,Delivered
O0001251,2026-05-26,Repeat,Delivered
O0001252,2025-09-07,New,Delivered
O0001253,2025-08-22,New,Delivered
O0001254,2025-11-01,New,Delivered
O0001255,2025-08-29,New,Cancelled
O0001256,2025-11-13,Repeat,Delivered
O0001257,2025-10-14,New,Delivered
O0001258,2026-05-08,New,Delivered
O0001259,2025-12-06,Repeat,Delivered
O0001260,2025-10-13,Repeat,Delivered
O0001261,2026-06-10,Repeat,Delivered
O0001262,2026-07-26,Repeat,Delivered
O0001263,2026-06-28,New,Delivered
O0001264,2026-01-10,New,Delivered
O0001265,2026-03-25,New,Delivered
O0001266,2026-02-07,Repeat,Delivered
O0001267,2025-08-16,New,Delivered
O0001268,2025-12-05,New,Delivered
O0001269,2025-11-17,New,Delivered
O0001270,2026-08-17,New,Delivered
O0001271,2026-07-20,New,Delivered
O0001272,2026-03-03,Repeat,Delivered
O0001273,2025-11-09,Repeat,Delivered
O0001274,2025-08-22,Repeat,Delivered
O0001275,2026-03-25,New,Delivered
O0001276,2026-01-13,New,Delivered
O0001277,2026-06-21,New,Delivered
O0001278,2026-04-20,New,Delivered
O0001279,2025-08-09,New,Delivered
O0001280,2026-05-04,Repeat,Cancelled
O0001281,2026-04-06,New,Delivered
O0001282,2025-10-25,New,Delivered
O0001283,2025-08-21,New,Cancelled
O0001284,2026-01-20,New,Delivered
O0001285,2025-12-15,New,Delivered
O0001286,2026-07-05,New,Delivered
O0001287,2026-01-11,New,Delivered
O0001288,2026-05-13,New,Delivered
O0001289,2025-12-11,New,Delivered
O0001290,2026-04-26,Repeat,Delivered
O0001291,2025-12-10,New,Delivered
O0001292,2026-04-21,New,Delivered
O0001293,2025-12-24,New,Delivered
O0001294,2026-01-24,Repeat,Delivered
O0001295,2026-08-12,New,Delivered
O0001296,2026-06-13,New,Cancelled
O0001297,2026-03-11,Repeat,Delivered
O0001298,2026-05-24,Repeat,Delivered
O0001299,2026-06-27,Repeat,Delivered
O0001300,2026-02-28,New,Delivered
O0001301,2026-03-14,Repeat,Delivered
O0001302,2026-08-16,Repeat,Delivered
O0001303,2025-11-14,Repeat,Delivered
O0001304,2025-11-24,Repeat,Cancelled
O0001305,2026-06-01,Repeat,Delivered
O0001306,2026-06-15,Repeat,Delivered
O0001307,2026-05-09,New,Delivered
O0001308,2026-03-25,New,Delivered
O0001309,2026-04-28,Repeat,Delivered
O0001310,2025-11-16,New,Delivered
O0001311,2026-06-05,New,Delivered
O0001312,2026-06-28,New,Delivered
O0001313,2025-11-24,New,Delivered
O0001314,2026-04-17,Repeat,Delivered
O0001315,2026-07-15,New,Delivered
O0001316,2025-10-21,Repeat,Delivered
O0001317,2026-01-06,Repeat,Delivered
O0001318,2026-03-13,New,Delivered
O0001319,2025-09-04,New,Delivered
O0001320,2025-08-14,Repeat,Delivered
O0001321,2026-05-20,Repeat,Delivered
O0001322,2026-02-22,New,Cancelled
O0001323,2026-01-22,Repeat,Delivered
O0001324,2025-12-21,New,Delivered
O0001325,2025-10-07,New,Delivered
O0001326,2025-12-26,Repeat,Returned
O0001327,2026-08-07,New,Delivered
O0001328,2026-02-18,Repeat,Delivered
O0001329,2026-07-02,New,Delivered
O0001330,2025-08-12,Repeat,Delivered
O0001331,2026-01-08,New,Delivered
O0001332,2026-07-19,New,Delivered
O0001333,2026-01-08,New,Cancelled
O0001334,2026-05-01,New,Delivered
O0001335,2025-11-17,Repeat,Delivered
O0001336,2026-03-04,New,Delivered
O0001337,2026-07-10,New,Delivered
O0001338,2025-08-07,Repeat,Delivered
O0001339,2025-09-25,New,Delivered
O0001340,2025-10-10,New,Delivered
O0001341,2025-12-07,Repeat,Delivered
O0001342,2026-05-31,New,Delivered
O0001343,2025-10-06,New,Delivered
O0001344,2026-04-19,New,Delivered
O0001345,2026-06-20,New,Delivered
O0001346,2025-12-25,Repeat,Delivered
O0001347,2026-06-18,New,Delivered
O0001348,2025-08-18,New,Cancelled
O0001349,2026-03-22,New,Delivered
O0001350,2026-02-06,New,Delivered
O0001351,2025-09-09,New,Delivered
O0001352,2025-09-26,Repeat,Delivered
O0001353,2026-01-11,New,Delivered
O0001354,2026-06-23,New,Cancelled
O0001355,2026-03-22,Repeat,Delivered
O0001356,2026-01-03,New,Delivered
O0001357,2026-06-12,New,Delivered
O0001358,2025-10-19,Repeat,Delivered
O0001359,2026-04-23,New,Delivered
O0001360,2025-11-04,Repeat,Delivered
O0001361,2025-10-18,Repeat,Delivered
O0001362,2026-03-16,New,Cancelled
O0001363,2026-02-20,New,Delivered
O0001364,2025-08-31,Repeat,Delivered
O0001365,2026-08-06,Repeat,Delivered
O0001366,2025-12-11,New,Delivered
O0001367,2025-12-04,Repeat,Delivered
O0001368,2026-08-02,New,Delivered
O0001369,2026-08-03,New,Delivered
O0001370,2026-07-06,Repeat,Delivered
O0001371,2026-05-16,New,Delivered
O0001372,2025-12-18,Repeat,Delivered
O0001373,2026-04-01,New,Delivered
O0001374,2025-12-22,Repeat,Delivered
O0001375,2026-08-01,New,Delivered
O0001376,2025-11-29,New,Returned
O0001377,2026-03-26,New,Delivered
O0001378,2025-11-29,New,Delivered
O0001379,2026-08-08,Repeat,Delivered
O0001380,2025-11-02,New,Delivered
O0001381,2026-07-02,Repeat,Delivered
O0001382,2026-06-02,New,Delivered
O0001383,2026-07-08,Repeat,Delivered
O0001384,2026-06-25,New,Delivered
O0001385,2026-06-01,New,Delivered
O0001386,2026-02-22,New,Delivered
O0001387,2026-01-29,Repeat,Delivered
O0001388,2026-02-22,New,Cancelled
