grn_id,product_id,vendor_id,warehouse_id,grn_date,quantity,unit_cost,grn_status
PUR000407,P0144,V001,WH003,2026-01-30,1166,9117.59,Received
PUR000408,P0094,V022,WH007,2025-09-06,159,3807.91,Received
PUR000409,P0040,V004,WH001,2026-07-03,560,2927.75,Received
PUR000410,P0002,V002,WH001,2025-08-15,289,1177.01,Received
PUR000411,P0081,V028,WH002,2025-09-18,1055,1694.55,Received
PUR000412,P0012,V020,WH005,2025-11-12,525,11076.48,Received
PUR000413,P0065,V018,WH006,2026-01-21,1149,6424.37,Received
PUR000414,P0055,V026,WH008,2025-12-27,51,10009.27,Received
PUR000415,P0045,V015,WH005,2025-08-18,1117,5784.41,Received
PUR000416,P0101,V023,WH007,2025-11-16,1112,6410.85,Received
PUR000417,P0062,V028,WH005,2026-03-23,832,4075.85,Received
PUR000418,P0049,V017,WH002,2026-05-23,381,6496.7,Received
PUR000419,P0127,V005,WH005,2025-08-17,948,393.6,Received
PUR000420,P0023,V006,WH008,2026-04-20,119,3072.11,Received
PUR000421,P0038,V018,WH003,2026-01-11,28,2069.18,Received
PUR000422,P0028,V019,WH002,2025-08-09,716,4235.5,Received
PUR000423,P0021,V002,WH003,2025-08-05,1072,5164.51,Received
PUR000424,P0107,V004,WH007,2025-11-23,1157,4757.87,Received
PUR000425,P0146,V024,WH002,2025-11-19,481,10340.58,Received
PUR000426,P0099,V023,WH007,2026-05-01,940,9159.42,Received
PUR000427,P0119,V010,WH007,2026-01-29,1186,11182.33,Received
PUR000428,P0073,V014,WH005,2026-03-21,409,1156.19,Received
PUR000429,P0122,V005,WH003,2026-03-21,651,11260.31,Received
PUR000430,P0030,V028,WH007,2026-03-07,701,8667.32,Received
PUR000431,P0108,V022,WH003,2025-10-19,176,8255.93,Received
PUR000432,P0098,V025,WH003,2026-04-24,354,6680.72,Received
PUR000433,P0032,V028,WH002,2026-01-05,279,3348.3,Received
PUR000434,P0079,V004,WH004,2026-05-13,101,7135.19,Received
PUR000435,P0041,V003,WH005,2026-06-19,773,8150.21,Received
PUR000436,P0063,V012,WH007,2025-09-26,739,7696.98,Received
PUR000437,P0023,V006,WH003,2026-08-06,94,2848.27,Received
PUR000438,P0104,V009,WH006,2026-08-09,645,10385.05,Received
PUR000439,P0075,V016,WH004,2026-02-21,81,9819.94,Received
PUR000440,P0048,V006,WH007,2025-10-12,893,4447.41,Received
PUR000441,P0057,V001,WH006,2025-08-15,339,956.37,Received
PUR000442,P0118,V022,WH005,2025-12-17,121,6892.22,Received
PUR000443,P0100,V026,WH005,2025-08-13,893,786.24,Received
PUR000444,P0124,V016,WH003,2025-09-21,973,1926.29,Received
PUR000445,P0034,V003,WH003,2026-02-11,274,8785.08,Received
PUR000446,P0007,V019,WH008,2026-02-15,589,454.32,Received
PUR000447,P0056,V026,WH008,2026-07-29,131,144.64,Received
PUR000448,P0065,V018,WH007,2026-05-27,1004,6074.3,Received
PUR000449,P0047,V012,WH002,2026-08-04,1017,11566.63,Received
PUR000450,P0148,V013,WH004,2025-09-17,480,2662.75,Received
PUR000451,P0019,V030,WH007,2026-07-22,727,8397.16,Received
PUR000452,P0146,V024,WH004,2025-11-17,906,10299.34,Received
PUR000453,P0126,V010,WH003,2026-05-26,1135,11200.31,Received
PUR000454,P0139,V022,WH005,2026-07-24,1095,12179.99,Received
PUR000455,P0049,V017,WH003,2026-02-15,539,6700.74,Received
PUR000456,P0113,V024,WH005,2026-03-02,831,6649.87,Received
PUR000457,P0038,V018,WH008,2025-09-08,1141,2073.01,Received
PUR000458,P0064,V020,WH007,2026-03-10,255,4959.2,Received
PUR000459,P0069,V015,WH008,2026-05-14,946,2987.27,Received
PUR000460,P0136,V001,WH005,2025-10-06,576,8043.56,Received
PUR000461,P0116,V004,WH003,2026-05-05,668,6955.12,Received
PUR000462,P0065,V018,WH008,2026-03-15,253,6078.69,Received
PUR000463,P0031,V003,WH001,2025-12-11,1075,2825.88,Received
PUR000464,P0132,V005,WH004,2026-02-24,598,12460.55,Received
PUR000465,P0113,V024,WH006,2025-11-13,561,6307.26,Received
PUR000466,P0109,V007,WH005,2026-01-01,133,5367.23,Received
PUR000467,P0069,V015,WH005,2026-06-06,223,2992.51,Partially Received
PUR000468,P0120,V021,WH001,2026-06-01,1072,3257.77,Received
PUR000469,P0088,V029,WH007,2026-06-02,662,567.55,Received
PUR000470,P0067,V026,WH007,2026-04-20,493,367.23,Received
PUR000471,P0075,V016,WH007,2026-04-30,716,9503.0,Received
PUR000472,P0045,V015,WH006,2026-04-08,272,6213.01,Received
PUR000473,P0004,V003,WH002,2025-09-01,924,1487.66,Received
PUR000474,P0107,V004,WH001,2026-03-28,405,4825.38,Received
PUR000475,P0051,V018,WH006,2025-10-20,81,7105.12,Received
PUR000476,P0050,V020,WH008,2026-06-22,534,3516.28,Received
PUR000477,P0006,V015,WH001,2026-01-12,449,4940.81,Received
PUR000478,P0059,V023,WH005,2025-10-29,599,8313.5,Received
PUR000479,P0125,V006,WH004,2025-09-14,1184,11397.15,Received
PUR000480,P0143,V019,WH001,2026-03-14,762,10435.02,Received
PUR000481,P0030,V028,WH002,2026-04-13,694,9089.88,Partially Received
PUR000482,P0122,V005,WH003,2026-06-22,330,11150.15,Received
PUR000483,P0125,V006,WH008,2026-02-26,490,11922.91,Received
PUR000484,P0037,V016,WH006,2026-05-07,828,1244.73,Received
PUR000485,P0124,V016,WH008,2026-06-25,191,1945.74,Received
PUR000486,P0101,V023,WH008,2026-08-06,595,6385.25,Received
PUR000487,P0035,V024,WH001,2025-12-05,50,11255.35,Received
PUR000488,P0087,V004,WH001,2025-11-25,66,8558.14,Received
PUR000489,P0134,V019,WH002,2026-07-24,149,3143.93,Received
PUR000490,P0018,V017,WH004,2026-07-03,371,848.18,Received
PUR000491,P0113,V024,WH001,2026-06-21,997,6295.22,Received
PUR000492,P0029,V008,WH001,2026-04-19,77,4576.36,Received
PUR000493,P0077,V005,WH004,2026-03-02,1149,10679.81,Received
PUR000494,P0059,V023,WH002,2025-10-16,831,8177.13,Partially Received
PUR000495,P0126,V010,WH006,2025-10-19,787,11416.43,Received
PUR000496,P0145,V019,WH008,2025-11-13,702,8213.56,Partially Received
PUR000497,P0109,V007,WH006,2026-05-08,1016,5544.49,Received
PUR000498,P0022,V019,WH001,2025-12-15,305,7937.32,Received
PUR000499,P0068,V012,WH004,2026-01-09,1114,5233.28,Received
PUR000500,P0069,V015,WH001,2025-09-27,905,2914.76,Received
PUR000501,P0049,V017,WH007,2026-02-16,416,6688.46,Received
PUR000502,P0141,V011,WH003,2025-09-17,45,2583.63,Received
PUR000503,P0109,V007,WH006,2026-04-02,332,5255.53,Received
PUR000504,P0086,V026,WH007,2025-12-31,145,4193.12,Received
PUR000505,P0053,V027,WH005,2025-09-04,830,3592.35,Received
PUR000506,P0123,V009,WH003,2026-05-10,207,3753.11,Received
PUR000507,P0087,V004,WH001,2026-04-28,717,8594.43,Received
PUR000508,P0131,V001,WH002,2025-09-08,829,249.15,Received
PUR000509,P0042,V019,WH006,2025-12-20,735,7984.41,Received
PUR000510,P0098,V025,WH005,2026-04-08,469,6529.81,Received
PUR000511,P0109,V007,WH003,2026-05-14,542,5348.32,Partially Received
PUR000512,P0051,V018,WH006,2025-08-29,1005,6813.6,Received
PUR000513,P0085,V023,WH004,2026-05-09,677,919.91,Received
PUR000514,P0127,V005,WH002,2026-06-02,616,395.66,Received
PUR000515,P0021,V002,WH003,2025-11-02,119,4902.46,Received
PUR000516,P0044,V027,WH004,2025-09-30,635,9225.51,Partially Received
PUR000517,P0139,V022,WH007,2025-12-04,967,11310.58,Received
PUR000518,P0103,V029,WH001,2026-04-24,575,9687.89,Received
PUR000519,P0068,V012,WH004,2026-03-26,297,5079.27,Received
PUR000520,P0129,V026,WH003,2026-03-08,510,4725.01,Received
PUR000521,P0092,V017,WH008,2026-04-28,274,8630.31,Received
PUR000522,P0024,V017,WH003,2026-02-16,400,9025.47,Received
PUR000523,P0125,V006,WH008,2026-08-07,911,10896.8,Received
PUR000524,P0141,V011,WH007,2026-04-02,561,2742.3,Received
PUR000525,P0111,V009,WH001,2026-04-09,844,9352.85,Received
PUR000526,P0098,V025,WH008,2026-05-28,898,6671.89,Received
PUR000527,P0139,V022,WH008,2025-12-01,1158,11786.07,Received
PUR000528,P0017,V024,WH004,2026-05-10,300,11968.86,Received
PUR000529,P0099,V023,WH004,2026-01-11,792,9473.39,Received
PUR000530,P0082,V005,WH001,2026-03-23,862,7915.13,Received
PUR000531,P0104,V009,WH004,2026-06-23,738,9472.96,Received
PUR000532,P0019,V030,WH006,2026-05-19,347,8137.06,Received
PUR000533,P0085,V023,WH001,2025-08-19,230,927.16,Received
PUR000534,P0008,V004,WH002,2026-04-11,746,11054.29,Received
PUR000535,P0028,V019,WH008,2025-11-30,942,4404.63,Received
PUR000536,P0005,V005,WH003,2025-11-24,571,7167.9,Received
PUR000537,P0145,V019,WH002,2026-01-15,45,8335.22,Received
PUR000538,P0101,V023,WH008,2026-07-23,46,6292.31,Received
PUR000539,P0118,V022,WH006,2025-09-14,721,7313.65,Received
PUR000540,P0147,V024,WH008,2025-09-25,1126,637.0,Received
PUR000541,P0064,V020,WH008,2026-04-28,701,4843.01,Received
PUR000542,P0091,V007,WH008,2026-03-10,432,7031.1,Received
PUR000543,P0117,V015,WH007,2025-10-10,186,7822.45,Received
PUR000544,P0098,V025,WH006,2025-08-18,188,6912.24,Received
PUR000545,P0011,V021,WH005,2025-12-13,248,10519.71,Received
PUR000546,P0054,V009,WH005,2026-01-13,386,8314.75,Received
PUR000547,P0047,V012,WH005,2025-11-13,547,11935.08,Received
PUR000548,P0140,V025,WH001,2026-03-10,810,7275.64,Received
PUR000549,P0149,V015,WH004,2025-08-24,543,1608.02,Received
PUR000550,P0139,V022,WH006,2026-04-11,1115,11395.77,Received
PUR000551,P0005,V005,WH002,2025-12-04,125,6976.39,Received
PUR000552,P0020,V017,WH007,2026-05-21,751,11693.38,Received
PUR000553,P0046,V016,WH002,2025-11-23,984,3320.2,Received
PUR000554,P0012,V020,WH002,2026-07-03,152,10808.07,Received
PUR000555,P0070,V008,WH002,2026-06-09,553,11017.49,Received
PUR000556,P0017,V024,WH007,2026-04-29,994,11536.58,Received
PUR000557,P0115,V016,WH005,2025-12-22,288,6134.33,Received
PUR000558,P0147,V024,WH002,2025-12-11,692,640.48,Received
PUR000559,P0048,V006,WH007,2025-08-10,810,4407.67,Partially Received
PUR000560,P0108,V022,WH007,2025-09-09,37,8060.61,Received
PUR000561,P0052,V008,WH004,2025-11-09,136,886.23,Received
PUR000562,P0096,V007,WH007,2026-06-25,817,12090.31,Received
PUR000563,P0070,V008,WH005,2026-07-05,1187,11730.12,Received
PUR000564,P0102,V012,WH002,2025-09-09,570,8080.06,Received
PUR000565,P0075,V016,WH007,2026-02-11,948,10043.87,Received
PUR000566,P0143,V019,WH001,2026-05-14,772,11041.53,Received
PUR000567,P0082,V005,WH007,2025-10-25,441,7969.54,Received
PUR000568,P0092,V017,WH003,2025-12-04,665,8110.89,Received
PUR000569,P0004,V003,WH003,2026-04-22,577,1543.14,Received
PUR000570,P0135,V001,WH003,2026-01-19,69,10959.71,Partially Received
PUR000571,P0109,V007,WH007,2026-05-25,697,5224.95,Received
PUR000572,P0048,V006,WH005,2026-01-15,125,4743.95,Received
PUR000573,P0073,V014,WH002,2026-03-12,677,1185.15,Received
PUR000574,P0072,V016,WH006,2026-06-27,1115,1934.93,Received
PUR000575,P0116,V004,WH006,2025-11-17,1007,6436.24,Received
PUR000576,P0081,V028,WH006,2025-09-18,861,1655.86,Received
PUR000577,P0081,V028,WH005,2026-07-06,465,1645.46,Received
PUR000578,P0113,V024,WH004,2026-02-12,89,6321.62,Received
PUR000579,P0096,V007,WH008,2026-01-23,169,12112.2,Received
PUR000580,P0072,V016,WH001,2026-05-27,793,1877.33,Received
PUR000581,P0147,V024,WH001,2026-05-28,1142,616.27,Received
PUR000582,P0063,V012,WH003,2025-12-20,963,7889.98,Received
PUR000583,P0038,V018,WH003,2025-11-14,474,1967.48,Partially Received
PUR000584,P0067,V026,WH007,2025-12-17,1147,373.68,Received
PUR000585,P0069,V015,WH006,2026-07-20,965,3089.74,Received
PUR000586,P0013,V028,WH007,2025-08-22,620,4502.83,Received
PUR000587,P0031,V003,WH008,2026-07-22,672,2695.92,Received
PUR000588,P0114,V012,WH006,2025-10-22,744,12367.21,Received
PUR000589,P0022,V019,WH003,2026-04-26,252,8500.94,Received
PUR000590,P0093,V030,WH002,2026-06-07,270,10512.6,Received
PUR000591,P0067,V026,WH004,2026-01-21,98,393.0,Received
PUR000592,P0054,V009,WH007,2025-09-14,1095,8388.9,Received
PUR000593,P0138,V022,WH004,2026-03-14,917,9932.53,Received
PUR000594,P0042,V019,WH004,2026-01-05,940,7942.26,Received
PUR000595,P0064,V020,WH004,2026-04-03,800,5261.94,Received
PUR000596,P0126,V010,WH003,2026-06-19,245,10794.23,Received
PUR000597,P0021,V002,WH001,2025-10-22,1094,4960.98,Received
PUR000598,P0035,V024,WH003,2026-06-14,1077,10693.18,Received
PUR000599,P0030,V028,WH004,2026-01-19,822,8767.67,Received
PUR000600,P0057,V001,WH003,2025-09-17,761,916.32,Received
PUR000601,P0047,V012,WH004,2025-09-19,150,10790.67,Received
PUR000602,P0019,V030,WH005,2025-12-23,1042,8592.88,Received
PUR000603,P0114,V012,WH006,2026-05-24,651,11712.91,Received
PUR000604,P0008,V004,WH001,2026-05-08,857,10586.8,Received
PUR000605,P0026,V027,WH005,2025-08-12,778,2394.89,Received
PUR000606,P0113,V024,WH002,2026-08-09,723,6622.34,Received
PUR000607,P0071,V022,WH003,2026-05-15,516,8812.83,Received
PUR000608,P0030,V028,WH002,2026-05-01,342,8691.93,Received
PUR000609,P0135,V001,WH007,2025-09-27,634,11683.51,Received
PUR000610,P0067,V026,WH003,2025-10-17,348,375.18,Received
PUR000611,P0065,V018,WH008,2025-12-23,152,6084.43,Received
PUR000612,P0036,V008,WH008,2025-11-03,854,9727.86,Received
PUR000613,P0025,V006,WH006,2026-08-10,670,4613.73,Received
PUR000614,P0037,V016,WH005,2026-05-13,140,1238.51,Received
PUR000615,P0001,V007,WH006,2025-10-23,625,7454.65,Received
PUR000616,P0143,V019,WH007,2026-07-13,984,10497.36,Partially Received
PUR000617,P0037,V016,WH004,2026-05-16,148,1234.85,Received
PUR000618,P0141,V011,WH006,2025-10-17,1134,2774.43,Received
PUR000619,P0136,V001,WH006,2025-12-08,48,7939.24,Received
PUR000620,P0133,V023,WH008,2026-01-21,741,8935.83,Received
PUR000621,P0128,V018,WH004,2026-06-12,352,11570.01,Received
PUR000622,P0127,V005,WH008,2026-01-12,1173,415.18,Received
PUR000623,P0001,V007,WH003,2026-01-08,963,7897.43,Received
PUR000624,P0035,V024,WH004,2025-12-03,1067,10556.98,Received
PUR000625,P0104,V009,WH005,2025-12-09,1142,10331.61,Received
PUR000626,P0023,V006,WH006,2026-06-19,375,2945.87,Received
PUR000627,P0009,V004,WH008,2026-05-29,158,11169.98,Partially Received
PUR000628,P0034,V003,WH004,2026-08-09,48,8199.03,Received
PUR000629,P0128,V018,WH007,2026-08-16,950,11748.3,Received
PUR000630,P0004,V003,WH007,2025-12-10,515,1482.73,Received
PUR000631,P0102,V012,WH006,2026-05-14,1033,8484.24,Partially Received
PUR000632,P0075,V016,WH005,2026-02-01,674,9522.41,Received
PUR000633,P0099,V023,WH002,2025-08-22,847,9519.78,Received
PUR000634,P0072,V016,WH008,2026-07-29,370,1886.8,Received
PUR000635,P0003,V012,WH005,2026-07-09,573,7457.3,Received
PUR000636,P0142,V006,WH001,2026-01-07,318,7290.41,Received
PUR000637,P0034,V003,WH001,2026-05-11,83,8875.51,Received
PUR000638,P0045,V015,WH001,2026-03-07,774,5900.21,Partially Received
PUR000639,P0061,V017,WH006,2026-01-14,789,537.29,Received
PUR000640,P0083,V011,WH007,2025-09-24,853,2360.87,Received
PUR000641,P0123,V009,WH003,2026-06-13,185,3633.77,Received
PUR000642,P0102,V012,WH008,2025-12-31,525,7920.58,Received
PUR000643,P0016,V030,WH007,2025-08-07,812,2682.79,Received
PUR000644,P0066,V024,WH003,2026-05-25,852,3200.28,Received
PUR000645,P0145,V019,WH003,2025-10-02,877,8136.8,Received
PUR000646,P0119,V010,WH007,2026-07-27,825,11793.19,Received
PUR000647,P0124,V016,WH008,2026-03-18,1192,1920.99,Received
PUR000648,P0144,V001,WH006,2026-07-17,780,9528.16,Received
PUR000649,P0102,V012,WH005,2026-01-05,852,8212.92,Partially Received
PUR000650,P0066,V024,WH003,2025-12-29,302,3327.25,Received
PUR000651,P0013,V028,WH002,2026-02-07,398,4378.61,Received
PUR000652,P0111,V009,WH007,2025-11-20,217,8811.99,Received
PUR000653,P0034,V003,WH007,2026-02-20,1034,8280.45,Received
PUR000654,P0039,V003,WH001,2026-01-14,1043,8092.21,Received
PUR000655,P0136,V001,WH005,2026-05-28,575,8457.37,Received
PUR000656,P0120,V021,WH001,2026-05-21,375,3288.8,Received
PUR000657,P0126,V010,WH007,2025-08-05,1060,10758.46,Received
PUR000658,P0055,V026,WH007,2025-10-15,658,10211.28,Received
PUR000659,P0027,V028,WH003,2025-09-19,398,8062.68,Received
PUR000660,P0118,V022,WH005,2026-07-27,699,7120.02,Received
PUR000661,P0053,V027,WH004,2026-07-30,525,3562.24,Received
PUR000662,P0039,V003,WH002,2026-01-11,918,7567.46,Received
PUR000663,P0065,V018,WH008,2026-03-20,95,6326.73,Received
PUR000664,P0145,V019,WH003,2025-09-25,250,8461.09,Received
PUR000665,P0013,V028,WH007,2026-04-11,981,4207.34,Received
PUR000666,P0021,V002,WH008,2025-09-28,321,4978.09,Received
PUR000667,P0147,V024,WH003,2026-01-20,745,650.27,Received
PUR000668,P0053,V027,WH002,2025-12-09,234,3653.67,Received
PUR000669,P0019,V030,WH007,2026-01-22,88,8050.29,Received
PUR000670,P0057,V001,WH002,2026-05-14,412,935.14,Received
PUR000671,P0025,V006,WH008,2026-02-21,1128,4965.96,Received
PUR000672,P0031,V003,WH004,2025-10-08,286,2908.63,Received
PUR000673,P0081,V028,WH003,2026-07-26,1112,1642.67,Received
PUR000674,P0023,V006,WH006,2026-07-17,630,2866.83,Received
PUR000675,P0032,V028,WH003,2026-06-18,1028,3278.75,Received
PUR000676,P0074,V030,WH001,2026-04-20,981,8675.12,Received
PUR000677,P0010,V028,WH005,2026-02-17,747,10633.89,Received
PUR000678,P0054,V009,WH005,2026-03-28,692,8413.81,Received
PUR000679,P0052,V008,WH001,2025-12-26,442,907.06,Received
PUR000680,P0148,V013,WH007,2025-09-27,134,2633.65,Received
PUR000681,P0114,V012,WH005,2026-07-04,239,11428.79,Received
PUR000682,P0014,V025,WH002,2025-12-02,50,7917.45,Received
PUR000683,P0110,V028,WH008,2026-04-11,1173,7239.68,Received
PUR000684,P0053,V027,WH008,2026-01-04,636,3735.78,Received
PUR000685,P0079,V004,WH005,2026-04-18,558,7802.09,Received
PUR000686,P0022,V019,WH005,2025-11-02,758,8666.28,Received
PUR000687,P0030,V028,WH001,2025-09-30,1045,8411.97,Received
PUR000688,P0004,V003,WH007,2026-02-16,890,1533.42,Received
PUR000689,P0059,V023,WH004,2026-06-03,120,8053.43,Received
PUR000690,P0008,V004,WH005,2025-12-04,1101,11384.07,Received
PUR000691,P0012,V020,WH006,2026-03-31,711,10480.26,Received
PUR000692,P0119,V010,WH005,2026-01-04,960,12069.63,Received
PUR000693,P0034,V003,WH004,2026-02-21,360,8575.83,Received
PUR000694,P0082,V005,WH001,2025-08-04,880,7822.4,Received
PUR000695,P0098,V025,WH004,2026-03-20,1063,6409.03,Received
PUR000696,P0127,V005,WH001,2025-10-03,57,382.53,Received
PUR000697,P0075,V016,WH002,2025-10-26,679,10022.56,Received
PUR000698,P0105,V029,WH001,2026-04-30,947,1039.35,Received
PUR000699,P0049,V017,WH002,2026-07-02,1069,6934.76,Received
PUR000700,P0079,V004,WH002,2026-02-23,473,7061.29,Received
PUR000701,P0093,V030,WH001,2026-06-02,756,11079.94,Received
PUR000702,P0018,V017,WH006,2026-05-20,838,845.12,Received
PUR000703,P0096,V007,WH003,2026-06-13,792,11683.35,Received
PUR000704,P0038,V018,WH001,2026-02-10,32,2049.87,Received
PUR000705,P0087,V004,WH005,2026-01-04,934,8236.45,Received
PUR000706,P0088,V029,WH006,2026-03-26,940,526.24,Received
PUR000707,P0050,V020,WH006,2025-08-18,844,3437.84,Received
PUR000708,P0008,V004,WH005,2026-04-25,390,11059.3,Received
PUR000709,P0134,V019,WH003,2025-09-18,351,3050.41,Received
PUR000710,P0069,V015,WH006,2025-12-10,280,3159.82,Received
PUR000711,P0121,V008,WH002,2026-05-20,716,4318.02,Received
PUR000712,P0064,V020,WH008,2026-01-23,706,4965.74,Received
PUR000713,P0139,V022,WH003,2025-12-14,969,11546.1,Received
PUR000714,P0121,V008,WH007,2025-10-19,406,4089.85,Received
PUR000715,P0065,V018,WH005,2025-11-09,840,6152.7,Partially Received
PUR000716,P0107,V004,WH003,2025-11-29,487,4826.87,Received
PUR000717,P0147,V024,WH001,2026-05-07,88,655.55,Received
PUR000718,P0137,V008,WH008,2026-08-05,1147,339.7,Received
PUR000719,P0100,V026,WH003,2025-08-22,219,777.33,Received
PUR000720,P0082,V005,WH002,2026-07-05,235,7867.0,Received
PUR000721,P0143,V019,WH008,2025-09-05,231,10841.72,Received
PUR000722,P0051,V018,WH001,2026-02-23,527,6394.49,Received
PUR000723,P0141,V011,WH004,2026-04-29,35,2509.07,Received
PUR000724,P0083,V011,WH005,2026-07-05,903,2428.66,Received
PUR000725,P0112,V030,WH008,2026-01-13,351,5125.39,Received
PUR000726,P0056,V026,WH005,2025-11-30,736,145.52,Received
PUR000727,P0145,V019,WH003,2026-05-10,570,8041.59,Received
PUR000728,P0060,V030,WH006,2026-05-13,961,3393.6,Received
PUR000729,P0120,V021,WH001,2026-04-09,275,3504.38,Received
PUR000730,P0138,V022,WH004,2026-05-10,1011,10415.11,Received
PUR000731,P0023,V006,WH001,2026-05-12,747,3018.52,Received
PUR000732,P0149,V015,WH005,2026-01-27,899,1650.01,Received
PUR000733,P0013,V028,WH001,2026-07-15,834,4124.2,Received
PUR000734,P0101,V023,WH004,2026-03-02,668,6858.31,Received
PUR000735,P0024,V017,WH006,2025-11-06,1019,9081.93,Received
PUR000736,P0108,V022,WH003,2025-09-07,490,8302.14,Received
PUR000737,P0011,V021,WH002,2026-05-03,709,10760.43,Received
PUR000738,P0017,V024,WH001,2026-03-03,719,11021.03,Received
PUR000739,P0025,V006,WH008,2025-12-01,526,4613.74,Partially Received
PUR000740,P0094,V022,WH002,2025-08-28,1011,3526.68,Received
PUR000741,P0021,V002,WH005,2026-07-31,1029,4828.43,Received
PUR000742,P0084,V014,WH003,2026-03-13,823,293.38,Received
PUR000743,P0140,V025,WH007,2025-08-06,850,7084.03,Received
PUR000744,P0037,V016,WH003,2026-05-23,233,1297.2,Received
PUR000745,P0042,V019,WH001,2026-04-22,188,7683.81,Received
PUR000746,P0145,V019,WH008,2025-12-04,997,8226.08,Received
PUR000747,P0101,V023,WH006,2025-09-01,165,6279.09,Received
PUR000748,P0048,V006,WH003,2025-12-15,535,4566.69,Received
PUR000749,P0103,V029,WH001,2026-02-24,1133,10009.53,Received
PUR000750,P0028,V019,WH001,2026-03-29,472,4163.47,Received
PUR000751,P0041,V003,WH002,2025-09-16,79,8277.97,Received
PUR000752,P0099,V023,WH003,2026-07-05,547,9694.96,Received
PUR000753,P0047,V012,WH001,2025-11-03,1043,11791.04,Received
PUR000754,P0146,V024,WH002,2026-02-14,493,10162.73,Received
PUR000755,P0105,V029,WH008,2025-09-11,776,1052.42,Received
PUR000756,P0124,V016,WH004,2025-09-22,801,2072.05,Received
PUR000757,P0013,V028,WH008,2025-08-08,1122,4208.8,Partially Received
PUR000758,P0141,V011,WH007,2025-11-18,452,2614.69,Received
PUR000759,P0100,V026,WH002,2025-12-10,1196,733.27,Received
PUR000760,P0031,V003,WH002,2026-05-01,420,2918.69,Received
PUR000761,P0130,V017,WH001,2026-04-10,76,9708.78,Received
PUR000762,P0016,V030,WH005,2025-11-05,1022,2862.11,Received
PUR000763,P0137,V008,WH005,2025-08-20,205,359.96,Received
PUR000764,P0073,V014,WH006,2026-03-21,417,1175.54,Received
PUR000765,P0054,V009,WH005,2025-11-03,624,8723.12,Received
PUR000766,P0100,V026,WH002,2026-01-31,807,780.0,Received
PUR000767,P0109,V007,WH006,2025-10-07,177,5460.28,Received
PUR000768,P0087,V004,WH008,2025-12-24,608,8318.39,Received
PUR000769,P0137,V008,WH001,2025-09-28,485,356.99,Received
PUR000770,P0008,V004,WH008,2025-10-11,465,10907.67,Partially Received
PUR000771,P0007,V019,WH003,2025-08-05,820,478.97,Received
PUR000772,P0036,V008,WH007,2026-01-25,1116,9474.31,Received
PUR000773,P0018,V017,WH007,2026-02-08,948,854.28,Received
PUR000774,P0003,V012,WH002,2026-05-17,36,7958.91,Received
PUR000775,P0028,V019,WH002,2026-07-19,750,4407.13,Received
PUR000776,P0070,V008,WH006,2026-08-06,345,11343.96,Received
PUR000777,P0149,V015,WH001,2026-07-06,1014,1567.4,Received
PUR000778,P0028,V019,WH004,2025-12-26,632,4242.26,Received
PUR000779,P0054,V009,WH002,2025-08-05,565,8931.14,Received
PUR000780,P0065,V018,WH004,2026-02-17,615,6438.96,Received
PUR000781,P0100,V026,WH008,2025-08-23,940,796.15,Received
PUR000782,P0021,V002,WH004,2026-06-18,861,4748.56,Received
PUR000783,P0013,V028,WH005,2025-08-14,363,4333.41,Received
PUR000784,P0057,V001,WH001,2026-03-06,878,945.18,Received
PUR000785,P0049,V017,WH007,2025-09-20,464,6944.41,Received
PUR000786,P0118,V022,WH007,2026-02-18,241,6730.96,Received
PUR000787,P0054,V009,WH004,2026-05-19,611,8823.61,Received
PUR000788,P0138,V022,WH007,2026-06-02,1050,10093.09,Received
PUR000789,P0053,V027,WH008,2026-03-23,1037,3498.0,Received
PUR000790,P0044,V027,WH001,2026-01-08,35,9409.86,Received
PUR000791,P0047,V012,WH005,2026-04-12,543,11075.89,Received
PUR000792,P0053,V027,WH001,2025-10-09,822,3630.08,Received
PUR000793,P0074,V030,WH002,2026-08-01,40,8092.36,Received
PUR000794,P0046,V016,WH004,2026-01-28,247,3315.23,Received
PUR000795,P0013,V028,WH001,2026-05-08,1027,4497.54,Received
PUR000796,P0102,V012,WH008,2025-08-28,828,7988.05,Received
PUR000797,P0024,V017,WH007,2025-09-18,1177,8547.23,Received
PUR000798,P0002,V002,WH003,2025-11-18,423,1217.13,Received
PUR000799,P0081,V028,WH001,2026-01-02,1109,1622.81,Received
PUR000800,P0100,V026,WH004,2026-07-06,456,792.15,Partially Received
PUR000801,P0142,V006,WH005,2025-09-24,848,7322.6,Received
PUR000802,P0138,V022,WH007,2025-08-06,953,10358.43,Received
PUR000803,P0131,V001,WH005,2026-02-23,278,247.35,Received
PUR000804,P0111,V009,WH004,2026-04-18,122,8614.81,Received
PUR000805,P0102,V012,WH007,2026-05-20,1012,8009.66,Received
PUR000806,P0017,V024,WH002,2025-09-23,788,11297.68,Received
PUR000807,P0012,V020,WH007,2026-03-03,1144,10651.32,Received
PUR000808,P0116,V004,WH002,2025-11-16,832,6894.36,Received
PUR000809,P0024,V017,WH005,2025-08-21,245,8881.94,Received
PUR000810,P0029,V008,WH005,2025-08-23,962,4655.63,Received
PUR000811,P0122,V005,WH004,2026-03-01,482,11329.72,Received
PUR000812,P0090,V017,WH002,2025-10-10,256,8580.79,Received
PUR000813,P0065,V018,WH005,2026-01-30,1069,6317.25,Received
PUR000814,P0084,V014,WH002,2025-12-14,1164,296.18,Received
